1650670738.267987,undetermined
1650670738.3679879,undetermined
1650670738.467988,undetermined
1650670738.567989,undetermined
1650670738.66799,undetermined
1650670738.9551191,undetermined
1650670739.135158,undetermined
1650670739.2595022,undetermined
1650670739.410736,undetermined
1650670739.578586,undetermined
1650670739.7363892,undetermined
1650670739.838377,undetermined
1650670739.938378,undetermined
1650670740.038379,undetermined
1650670740.138379,undetermined
1650670740.245186,undetermined
1650670740.3459818,undetermined
1650670740.445982,undetermined
1650670740.545983,undetermined
1650670740.645984,undetermined
1650670740.745984,undetermined
1650670740.845985,undetermined
1650670740.945985,undetermined
1650670741.045986,undetermined
1650670741.145986,undetermined
1650670741.2459872,undetermined
1650670741.345988,undetermined
1650670741.4459882,undetermined
1650670741.545989,two
1650670741.6459892,two
1650670741.7459898,two
1650670741.84599,two
1650670741.9459908,two
1650670742.045991,two
1650670742.145992,two
1650670742.245993,two
1650670742.345993,two
1650670742.445994,two
1650670742.545994,two
1650670742.645995,two
1650670742.745995,two
1650670742.8459961,two
1650670742.945997,two
1650670743.0459971,two
1650670743.145998,two
1650670743.2459981,two
1650670743.346285,two
1650670743.446286,two
1650670743.546286,two
1650670743.6462872,two
1650670743.746288,two
1650670743.846289,undetermined
1650670743.94629,undetermined
1650670744.0462909,undetermined
1650670744.160624,undetermined
1650670744.260625,undetermined
1650670744.360626,undetermined
1650670744.4606972,undetermined
1650670744.560698,undetermined
1650670744.661412,undetermined
1650670744.7614121,undetermined
1650670744.861413,undetermined
1650670744.981737,undetermined
1650670745.081737,undetermined
1650670745.181817,undetermined
1650670745.2818172,undetermined
1650670745.381828,undetermined
1650670745.4818282,fight_on
1650670745.581829,fight_on
1650670745.692137,fight_on
1650670745.792138,fight_on
1650670745.905142,fight_on
1650670746.005143,fight_on
1650670746.110632,fight_on
1650670746.210633,fight_on
1650670746.3110552,fight_on
1650670746.411056,fight_on
1650670746.511057,fight_on
1650670746.611058,fight_on
1650670746.7110589,fight_on
1650670746.811059,fight_on
1650670746.934668,fight_on
1650670747.0346692,fight_on
1650670747.13467,fight_on
1650670747.2346702,fight_on
1650670747.351857,fight_on
1650670747.4518578,fight_on
1650670747.5633101,fight_on
1650670747.663311,fight_on
1650670747.763329,fight_on
1650670747.8633301,fight_on
1650670747.963331,fight_on
1650670748.1001978,fight_on
1650670748.200198,fight_on
1650670748.3205068,fight_on
1650670748.420507,fight_on
1650670748.5205078,fight_on
1650670748.620508,fight_on
1650670748.7205088,fight_on
1650670748.820509,fight_on
1650670748.9347808,fight_on
1650670749.034781,fight_on
1650670749.142703,fight_on
1650670749.2427032,undetermined
1650670749.342704,undetermined
1650670749.442705,undetermined
1650670749.542706,undetermined
1650670749.6427069,undetermined
1650670749.742708,undetermined
1650670749.842709,undetermined
1650670749.94271,undetermined
1650670750.04271,undetermined
1650670750.142711,four
1650670750.242711,fist
1650670750.3427122,fist
1650670750.442713,fist
1650670750.5427132,fist
1650670750.642714,fist
1650670750.7427142,fist
1650670750.8427148,fist
1650670750.942715,fist
1650670751.0427158,fist
1650670751.142716,fist
1650670751.242717,fist
1650670751.342718,fist
1650670751.442718,fist
1650670751.542719,fist
1650670751.642719,fist
1650670751.74272,fist
1650670751.84272,fist
1650670751.9427211,fist
1650670752.042722,fist
1650670752.1427221,fist
1650670752.2435431,fist
1650670752.343544,fist
1650670752.4435441,fist
1650670752.543545,fist
1650670752.6435452,fist
1650670752.743546,fist
1650670752.8435462,fist
1650670752.9435468,fist
1650670753.043547,fist
1650670753.143548,fist
1650670753.2435489,fist
1650670753.343549,fist
1650670753.4435499,undetermined
1650670753.54355,undetermined
1650670753.6435509,undetermined
1650670753.743551,undetermined
1650670753.843552,undetermined
1650670753.943553,undetermined
1650670754.043553,undetermined
1650670754.143554,undetermined
1650670754.2436821,undetermined
1650670754.343683,undetermined
1650670754.4575,shaka
1650670754.5575008,shaka
1650670754.657501,shaka
1650670754.7575018,shaka
1650670754.857502,shaka
1650670754.957503,shaka
1650670755.057504,shaka
1650670755.157504,shaka
1650670755.257505,shaka
1650670755.357505,shaka
1650670755.457506,shaka
