512,"1246.33
"
544,"1221.90
"
576,"1217.01
"
608,"1226.78
"
640,"1246.33
"
672,"1280.55
"
704,"1265.88
"
736,"1270.77
"
768,"1256.11
"
800,"1246.33
"
832,"1236.56
"
864,"1236.56
"
896,"1231.67
"
928,"1251.22
"
960,"1265.88
"
992,"1290.32
"
1024,"1304.99
"
1056,"1285.43
"
1088,"1265.88
"
1120,"1300.10
"
1152,"1300.10
"
1184,"1695.99
"
1216,"1603.13
"
1248,"1661.78
"
1280,"1710.65
"
1312,"1896.38
"
1344,"1969.70
"
1376,"1886.61
"
1408,"1715.54
"
1440,"2067.45
"
1472,"1955.03
"
1504,"2179.86
"
1536,"2096.77
"
1568,"1959.92
"
1600,"1959.92
"
1632,"1925.71
"
1664,"2038.12
"
1696,"2101.66
"
1728,"2258.06
"
1760,"1896.38
"
1792,"1920.82
"
1824,"2096.77
"
1856,"1896.38
"
1888,"2414.47
"
1920,"2116.32
"
1952,"1950.15
"
1984,"1974.58
"
2016,"2355.82
"
2048,"2101.66
"
2080,"2155.43
"
2112,"2375.37
"
2144,"1994.13
"
2176,"2111.44
"
2208,"1886.61
"
2240,"1974.58
"
2272,"1964.81
"
2304,"2160.31
"
2336,"2052.79
"
2368,"1764.42
"
2400,"1974.58
"
2432,"1979.47
"
2464,"1827.96
"
2496,"2106.55
"
2528,"1876.83
"
2560,"1823.07
"
2592,"1754.64
"
2624,"1735.09
"
2656,"2424.24
"
2688,"2297.17
"
2720,"1969.70
"
2752,"1603.13
"
2784,"1700.88
"
2816,"1867.06
"
2848,"1691.10
"
2880,"1647.12
"
2912,"2038.12
"
2944,"1959.92
"
2976,"2033.24
"
3008,"2487.78
"
3040,"2306.94
"
3072,"2341.15
"
3104,"2629.52
"
3136,"2160.31
"
3168,"1989.25
"
3200,"1847.51
"
3232,"2052.79
"
3264,"1769.31
"
3296,"1661.78
"
3328,"1554.25
"
3360,"1612.90
"
3392,"1832.84
"
3424,"1691.10
"
3456,"1632.45
"
3488,"1759.53
"
3520,"1637.34
"
3552,"1847.51
"
3584,"1808.41
"
3616,"1632.45
"
3648,"1891.50
"
3680,"1964.81
"
3712,"1920.82
"
3744,"1779.08
"
3776,"1671.55
"
3808,"1857.28
"
3840,"1642.23
"
3872,"1749.76
"
3904,"1964.81
"
3936,"2116.32
"
3968,"2355.82
"
4000,"2292.28
"
4032,"2130.99
"
4064,"2482.89
"
4096,"2067.45
"
4128,"1730.21
"
4160,"1485.83
"
4192,"1388.07
"
4224,"1324.54
"
4256,"1319.65
"
4288,"1256.11
"
4320,"1280.55
"
4352,"1432.06
"
4384,"1388.07
"
4416,"1300.10
"
4448,"1309.87
"
4480,"1300.10
"
4512,"1422.29
"
4544,"1466.28
"
4576,"1520.04
"
4608,"1436.95
"
4640,"1363.64
"
4672,"1378.30
"
4704,"1451.61
"
4736,"1373.41
"
4768,"1290.32
"
4800,"1265.88
"
4832,"1304.99
"
4864,"1324.54
"
4896,"1334.31
"
4928,"1358.75
"
4960,"1363.64
"
4992,"1344.09
"
5024,"1314.76
"
5056,"1304.99
"
5088,"1309.87
"
5120,"1329.42
"
5152,"1363.64
"
5184,"1309.87
"
5216,"1256.11
"
5248,"1256.11
"
5280,"1275.66
"
5312,"1290.32
"
5344,"1309.87
"
5376,"1290.32
"
5408,"1309.87
"
5440,"1295.21
"
5472,"1300.10
"
5504,"1300.10
"
5536,"1280.55
"
5568,"1304.99
"
5600,"1319.65
"
5632,"1304.99
"
5664,"1290.32
"
5696,"1270.77
"
5728,"1300.10
"
5760,"1319.65
"
5792,"1353.86
"
5824,"1344.09
"
5856,"1339.20
"
5888,"1344.09
"
5920,"1295.21
"
5952,"1319.65
"
5984,"1353.86
"
6016,"1397.85
"
6048,"1466.28
"
6080,"1436.95
"
6112,"1412.51
"
6144,"1373.41
"
6176,"1363.64
"
6208,"1334.31
"
6240,"1295.21
"
6272,"1280.55
"
6304,"1270.77
"
6336,"1285.43
"
6368,"1270.77
"
6400,"1324.54
"
6432,"1329.42
"
6464,"1344.09
"
6496,"1353.86
"
6528,"1309.87
"
6560,"1348.97
"
6592,"1339.20
"
6624,"1280.55
"
6656,"1290.32
"
