1649808949.521905,undetermined
1649808949.6219058,undetermined
1649808949.721906,undetermined
1649808949.8306198,undetermined
1649808949.930895,undetermined
1649808950.0308962,undetermined
1649808950.1308968,undetermined
1649808950.230897,undetermined
1649808950.3309052,undetermined
1649808950.430906,wooo
1649808950.5309062,wooo
1649808950.6309068,wooo
1649808950.730907,wooo
1649808950.8309078,wooo
1649808950.930908,wooo
1649808951.0309088,wooo
1649808951.130909,wooo
1649808951.23091,wooo
1649808951.330911,wooo
1649808951.430911,wooo
1649808951.530912,wooo
1649808951.630912,wooo
1649808951.730913,wooo
1649808951.830913,wooo
1649808951.9309142,undetermined
1649808952.030915,undetermined
1649808952.1309152,undetermined
1649808952.230916,undetermined
1649808952.3309162,undetermined
1649808952.430917,undetermined
1649808952.5309172,undetermined
1649808952.6309178,shaka
1649808952.730918,shaka
1649808952.831071,shaka
1649808952.933894,shaka
1649808953.033895,shaka
1649808953.1338959,shaka
1649808953.233896,shaka
1649808953.3338969,shaka
1649808953.433897,shaka
1649808953.5338979,shaka
1649808953.633898,shaka
1649808953.733899,shaka
1649808953.8339,shaka
1649808953.9339,shaka
1649808954.033901,shaka
1649808954.1339011,shaka
1649808954.233902,shaka
1649808954.345323,shaka
1649808954.445324,shaka
1649808954.545324,shaka
1649808954.645325,shaka
1649808954.745325,shaka
1649808954.8453262,shaka
1649808954.945327,shaka
1649808955.0453272,shaka
1649808955.145328,shaka
1649808955.245329,undetermined
1649808955.34533,undetermined
1649808955.4453309,undetermined
1649808955.545331,undetermined
1649808955.6453319,undetermined
1649808955.745332,undetermined
1649808955.845333,two
1649808955.945334,two
1649808956.045334,two
1649808956.145335,two
1649808956.245335,two
1649808956.345336,two
1649808956.445336,two
1649808956.5453372,two
1649808956.645338,two
1649808956.7453382,two
1649808956.8453388,two
1649808956.945339,two
1649808957.0453398,two
1649808957.14534,two
1649808957.2453408,two
1649808957.345341,two
1649808957.445342,two
1649808957.545343,two
1649808957.645343,two
1649808957.745344,two
1649808957.845344,two
1649808957.945345,undetermined
1649808958.045345,undetermined
1649808958.1453462,undetermined
1649808958.245347,undetermined
1649808958.3453472,undetermined
1649808958.445348,undetermined
1649808958.5453482,one
1649808958.645349,one
1649808958.7453492,one
1649808958.8453498,one
1649808958.94535,one
1649808959.045351,one
1649808959.145352,one
1649808959.245352,one
1649808959.345353,one
1649808959.445353,one
1649808959.545357,one
1649808959.6453571,one
1649808959.745358,one
1649808959.84536,one
1649808959.957809,one
1649808960.0578098,one
1649808960.15781,one
1649808960.260642,one
1649808960.3606431,one
1649808960.460644,undetermined
1649808960.5606441,undetermined
1649808960.660645,undetermined
1649808960.7606452,undetermined
1649808960.8606458,undetermined
1649808960.960646,undetermined
1649808961.060647,undetermined
1649808961.1606479,undetermined
1649808961.260648,four
1649808961.3606489,four
1649808961.460649,four
1649808961.5606499,four
