1649050513.4373188,undetermined
1649050513.756486,undetermined
1649050513.904981,undetermined
1649050514.0296938,undetermined
1649050514.1657789,undetermined
1649050514.2885172,undetermined
1649050514.445654,four
1649050514.584361,four
1649050514.749591,four
1649050514.849592,four
1649050514.977885,four
1649050515.0778859,four
1649050515.1914618,four
1649050515.291462,four
1649050515.469441,four
1649050515.569441,four
1649050515.698486,four
1649050515.798487,four
1649050515.912561,four
1649050516.013116,undetermined
1649050516.166223,undetermined
1649050516.299233,undetermined
1649050516.4333508,undetermined
1649050516.540384,undetermined
1649050516.69138,undetermined
1649050516.8323798,undetermined
1649050516.93238,undetermined
1649050517.035365,three
1649050517.148524,three
1649050517.2655308,three
1649050517.40209,three
1649050517.525363,three
1649050517.6601112,three
1649050517.7834811,three
1649050517.9210398,three
1649050518.126039,three
1649050518.2505112,undetermined
1649050518.396884,undetermined
1649050518.521792,undetermined
1649050518.654675,undetermined
1649050518.786315,undetermined
1649050518.915301,undetermined
1649050519.043494,undetermined
1649050519.1536808,undetermined
1649050519.299196,two
1649050519.439473,two
1649050519.5746439,two
1649050519.72479,two
1649050519.8607109,two
1649050519.990576,two
1649050520.129336,two
1649050520.257191,two
1649050520.402866,two
1649050520.528953,two
1649050520.6606898,undetermined
1649050520.791949,undetermined
1649050520.931056,undetermined
1649050521.075209,undetermined
1649050521.2398772,undetermined
1649050521.370721,undetermined
1649050521.5162828,undetermined
1649050521.644716,undetermined
1649050521.78588,undetermined
1649050521.916804,undetermined
1649050522.0513659,one
1649050522.18184,undetermined
1649050522.2821708,undetermined
1649050522.413672,one
1649050522.550886,undetermined
1649050522.6800032,undetermined
1649050522.796111,one
1649050522.93363,one
1649050523.072096,one
1649050523.199262,one
1649050523.336212,one
1649050523.4840372,one
1649050523.6052768,one
1649050523.730071,one
1649050523.862723,one
1649050523.987318,one
1649050524.135942,one
1649050524.2552059,one
1649050524.394099,undetermined
1649050524.523062,undetermined
1649050524.646655,undetermined
1649050524.746656,undetermined
1649050524.872628,undetermined
1649050525.011991,undetermined
1649050525.143719,undetermined
1649050525.281676,undetermined
1649050525.40765,zero
1649050525.5431008,zero
1649050525.673068,zero
1649050525.812165,zero
1649050525.9508018,zero
1649050526.085681,zero
1649050526.2014642,zero
1649050526.3447092,zero
1649050526.477103,zero
1649050526.59871,zero
1649050526.731039,zero
1649050526.870826,undetermined
1649050527.0033479,undetermined
1649050527.122907,undetermined
1649050527.260452,undetermined
1649050527.397008,undetermined
1649050527.506248,undetermined
1649050527.621527,undetermined
1649050527.757591,undetermined
1649050527.88111,three
1649050528.016418,shaka
1649050528.153785,shaka
1649050528.282728,shaka
1649050528.423947,shaka
1649050528.55553,shaka
